B11,BooleanSchema,Conveyor drive status,Indicates the status/condiation/position of the conveyor belt drive on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.defaut_var_convoyeur,FALSE,I1.3,readProperty,,
B12,BooleanSchema,Conveyor drive status,Indicates the status/condiation/position of the conveyor belt drive on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.defaut_var_convoyeur,FALSE,I1.3,readProperty,,
B13,BooleanSchema,Conveyor drive status,Indicates the status/condiation/position of the conveyor belt drive on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.defaut_var_convoyeur,FALSE,I1.3,readProperty,,
B14,NumberSchema,Y Axis Position,It is used to read the linear motion of the Y Axis on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Position_Y_Brut,FALSE,IW68,readProperty,,
B15,NumberSchema,Pot distance Measurement,Measures the distance to the bottle from Y Axis on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Mesure_distance_Pot,FALSE,IW71,readProperty,,
B16,BooleanSchema,Opening Grippers,Indicates linear motion of the cartecian robot in Y-Axis direction to graps the bottle on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Ouverture_Pinces,FALSE,Q2.1,readProperty,,
B17,BooleanSchema,Downstream Accumulation,Indicates presence of bottle at end of the conveyor belt on the VL10 of the IT'm factory. (downstream accumulation),TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Accu_Aval_B17,FALSE,I82.0,readProperty,,
B18,NumberSchema,Air pressure,Indicates amount of air pressure using for graps the bottle on the VL10 of the IT'm factory. ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Pression_Air,FALSE,IW84,readProperty,,
M1,NumberSchema,Conveyor Speed,It is used to read and write the speed of the conveyor belt on the VL10 Machine of the IT'm factory.,FALSE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Consigne%20vitesse%20convoyeur,FALSE,MD200,writeProperty,,
M2,NumberSchema,X Axis Velocity Movement,It is used to read the position of the cartesian motor on X-Axis on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Vitesse_Deplacement_X,FALSE,MD220,writeProperty,,
M4,NumberSchema,Z Axis Velocity Movement,It is used to read the position of the cartesian motor on Z-Axis on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Vitesse_Deplacement_Z,FALSE,MD228,writeProperty,,
Q0,BooleanSchema,Reset Button,It is used to reset VL10 machine from default errors of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Syst_Rearme_KA1,FALSE,I0.0,readProperty,,
Q1,BooleanSchema,X Axis Status,Indicates No fault on X Axis on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.AxeX_OK,FALSE,I0.7,readProperty,,
Q2,BooleanSchema,ZAxis Status,Indicates No fault on Z Axis on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.AxeZ_OK,FALSE,I1.0,readProperty,,
Q3,BooleanSchema,Green verina,Indicates the VL10 Machine has internal error while it is in processing of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Verine_Verte,FALSE,Q0.7,readProperty,,
Q4,BooleanSchema,Open Doors,Indicates the storage rack door is in open on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Portes_Ouvertes,FALSE,I2.0,readProperty,,
Q5,BooleanSchema,Default Air Presence,Indicates default air pressure is present in the vacuum unit  on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.defaut%20Air,FALSE,M43.1,readProperty,,
Q6,BooleanSchema,Tray filling request,Indicates refill the storage rack  on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Demande%20remplissage%20barquette,FALSE,M27.4,readProperty,,
Q7,BooleanSchema,Walking Conveyor,Indicates the conveyor belt is running on the VL10 of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Marche_Conv_U2,FALSE,Q0.6,readProperty,,
Q8,BooleanSchema,Faulty X axis,Indicates X Axis has default error on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Axe_X_En_Défaut,FALSE,M45.2,readProperty,,
Q9,BooleanSchema,Faulty Y axis,Indicates Y Axis has default error on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Axe_Y_En_Défaut,FALSE,M54.6,readProperty,,
Q10,BooleanSchema,Faulty Z axis,Indicates Z Axis has default error on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Axe_Z_En_Défaut,FALSE,M55.2,readProperty,,
Q11,BooleanSchema,Visualization of the console On button,Indicates On button is able to visualize on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Visu%20bouton%20Marche_pupitre,FALSE,M80.0,readProperty,,
Q12,BooleanSchema,Visualization of the console stop button,Indicates stop button is able to visualize on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Visu%20bouton%20Arret_pupitre,FALSE,M80.1,readProperty,,
Q13,BooleanSchema,Visualization of the console Manual Mode button,Indicates Manual Mode button is able to visualize on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Visu%20bouton%20Mode%20Manuel_pupitre,FALSE,M80.2,readProperty,,
Q14,BooleanSchema,Visualization of the console Initialisation button,Indicates Initialisation button is able to visualize on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Visu%20bouton%20Initialisation_pupitre,FALSE,M80.3,readProperty,,
Q15,BooleanSchema,Visualization of the console Validation button,Indicates Validation button is able to visualize on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Visu%20bouton%20Validation_pupitre,FALSE,M80.4,readProperty,,
Q16,BooleanSchema,Visualization of the console Parametres button,Indicates Parametres button is able to visualize on VL10 machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Visu%20bouton%20Parametres_pupitre,FALSE,M80.5,readProperty,,
Q17,NumberSchema,counting pots,It counts the number of pots the cartesian robot picked on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Compteur%20pots,FALSE,MW322,readProperty,,
Q18,NumberSchema,pot1 pot2 position,It indicates which pot (pot1/pot2) the cartesian robot has to pick on storage rack on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Position_Pot1_Pot2,FALSE,MW172,readProperty,,
Q19,NumberSchema,Hour counter in Secondes,It counts the number of working hours of the machine in secondes on the VL10 of the IT'm factory. ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Compteur_Horaire_secondes,FALSE,MD332,readProperty,,
Q20,NumberSchema,Number of stops,Indicates the number of stops on VL10 machine of the IT'm factory. ,FALSE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Nombre_arret,FALSE,MW162,writeProperty,,
Q21,NumberSchema,Type of the bottle,It indicates which size bottles ( small pots or large pots ) the cartesian robot has to pick on VL10 machine of the IT'm factory. ,FALSE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Type%20de%20produits,FALSE,MW106,writeProperty,,
Q22,NumberSchema,X Axis Current Position ,It reads the current position of  the Cartesian motor on X Axis on VL10 machine of the IT'm factory. ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Position_Actuelle_X,FALSE,MD260,readProperty,,
Q23,NumberSchema,Y Axis Current Position ,It reads the current position of  the Cartesian motor on Y Axis on VL10 machine of the IT'm factory. ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Position_Actuelle_Y,FALSE,MD264,readProperty,,
Q24,NumberSchema,Z Axis Current Position ,It reads the current position of  the Cartesian motor on Z Axis on VL10 machine of the IT'm factory. ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Position_Actuelle_Z,FALSE,MD268,readProperty,,
Q25,NumberSchema,Pots trajectory number,It reads the current value of the pots trajectory number on VL10 machine of the IT'm factory. ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Numero%20trajectoire%20pots,FALSE,MW160,readProperty,,
Q26,NumberSchema,Z Axis Index Range ,It reads the current value of the Z Axis Index Range number on VL10 machine of the IT'm factory. ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Index_Rangee_Z,FALSE,MW274,readProperty,,
Q27,NumberSchema,X Axis Index Column,It reads the current value of the X Axis Index Column number on VL10 machine of the IT'm factory. ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Index_Colonne_X,FALSE,MW276,readProperty,,
Q28,BooleanSchema,Taken Pot2,Indicates the Cartesian motor took pot in the second position on tray on VL10 machine of the IT'm factory.  ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Pot2_Pris,FALSE,M55.5,readProperty,,
Q29,BooleanSchema,Last Pot,Indicates that only one pot is present in storage rack on VL10 machine of the IT'm factory.  ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Dernier_Pot,FALSE,M55.6,readProperty,,
Q30,BooleanSchema,Product in gripper,Indicates the Cartesian motor holds the pot on Y Axis on VL10 machine of the IT'm factory.  ,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Memo_produit_Pris,FALSE,M305.1,readProperty,,
Q31,BooleanSchema,Axis controller default,Indicates default Axis controller on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Defaut%20controleur%20d'axe,FALSE,M43.2,readProperty,,
Q32,BooleanSchema,Conveyor motor default,Indicates Conveyor motor default on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Defaut%20critique%20moteur%20convoyeur,FALSE,M43.3,readProperty,,
Q33,BooleanSchema,Default Critical Emergency stop ,Indicates Default Critical Emergency stop on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Defaut%20critique%20Arret%20d'Urgence,FALSE,M43.0,readProperty,,
Q34,BooleanSchema,Initial conditions,Indicates all intial condiations are correct on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Conditions%20initiales,FALSE,M26.1,readProperty,,
Q35,BooleanSchema,Y Axis Output,Detects the bottle in storage rack from the Y Axis to pick on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Sortir_AxeY,FALSE,Q2.3,readProperty,,
Q36,NumberSchema,Conveyor variable speed setpoint ,Indicates  the Conveyor variable speed setpoint for personalized pots on the VL10 Machine of the IT'm factory.,FALSE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Consigne%20variateur%20convoyeur,FALSE,QW4,writeProperty,,
Q37,BooleanSchema,Return Y axis,Indicates  the Cartesian Robot is moving towards Axe XZ Position on the VL10 Machine of the IT'm factory.,TRUE,FALSE,http://localhost:3001/ns=2;s=ITm%20Factory.VL10.Rentrer_AxeY,FALSE,Q2.4,readProperty,,
